id,name,top_match,score_admu,score_dlsu,score_up,score_ust,created_at
e687b216-f8a4-47a0-b2b8-39894e36f33e,"Angel Domingo",admu,435,308,152,209,2026-05-27T21:09:02.430Z
158d7ee4-5365-41db-8309-31306b111cd0,"Ysabel Rivera",up,198,154,530,255,2026-05-27T23:47:08.322Z
1b6a1478-1225-44fc-a6df-e275a62d0d74,"Patricia Tan",admu,468,320,196,147,2026-05-28T01:22:14.866Z
ad5e0d61-cf59-42a5-a73d-37b5b1885781,"Marco Ramos",up,222,214,446,287,2026-05-28T05:52:40.414Z
89c88bcb-516c-49d0-9d4f-9fd53d5384d5,"Ivan Manalo",ust,205,203,317,420,2026-05-28T07:18:14.341Z
4e37933c-b272-4b54-80d8-b8fc10ff8717,"Paolo Torres",ust,167,204,277,448,2026-05-28T08:13:27.110Z
759681f5-9ee6-44b7-9e7a-a0900dbefafd,"Aaron Gutierrez",admu,421,340,189,174,2026-05-28T10:39:11.525Z
dabd6d42-88c4-4a3e-a2d8-b62d215b38f1,"Hannah Manalo",dlsu,273,415,215,242,2026-05-28T16:32:00.225Z
8d8f55ce-6ceb-489f-b392-8086dfde6aa3,"Josh Torres",dlsu,267,451,199,246,2026-05-28T16:36:29.846Z
11e2b17d-8453-48c3-988d-c5bf899a6633,"Althea Padilla",ust,202,223,274,431,2026-05-28T17:00:19.919Z
08b3e1ca-b1ae-463c-acd0-46c132a28caf,"Loui Santos",ust,209,232,304,399,2026-05-28T18:19:51.323Z
c6238266-fc6f-438c-81aa-54e71a78c2b5,"Sofia Rivera",admu,457,304,192,164,2026-05-28T21:39:59.424Z
4b2893fd-9b6c-453c-8cea-b01a98481e21,"Gabriel Castillo",ust,195,197,300,465,2026-05-29T00:49:26.275Z
ce2eb3c8-a082-47f3-b7f0-77bf7aaeb198,"Loui Navarro",admu,369,272,295,195,2026-05-29T01:44:37.051Z
ffcead05-2c03-47e0-8a18-f7856136c1a3,"Camille Mendoza",admu,473,310,204,174,2026-05-29T08:05:50.650Z
45db033f-00fa-4520-a0ca-0a60c03c3aa9,"Ram Mendoza",admu,465,329,206,150,2026-05-29T11:48:52.329Z
2ec1cbfa-8638-48f7-8b95-9c44ad06b234,"Ysabel Manalo",admu,481,323,176,158,2026-05-29T20:50:18.148Z
6d18b41d-b36c-4023-ba69-cae2301a9aad,"Angel Ramos",dlsu,308,437,231,231,2026-05-29T23:10:49.863Z
ff3503c1-95b1-42b8-9328-9ca70871390e,"Angel Flores",up,210,154,463,218,2026-05-30T01:57:12.771Z
c81b6f1d-d914-4984-9846-758ac3859a21,"Kim Sy",dlsu,298,461,211,241,2026-05-30T02:28:12.487Z
10ec34b7-e50b-4256-967d-050dfefdb2da,"Enzo Padilla",admu,455,330,184,195,2026-05-30T12:24:36.872Z
30fda2fc-b604-4dc8-8351-b2e6a34907c3,"Angel Domingo",admu,360,281,274,230,2026-05-30T13:33:35.151Z
43ac7c2c-5478-4300-9eee-d4f1c9e73fed,"Camille Bactol",up,261,231,457,271,2026-05-30T14:57:33.659Z
fd24dd02-c957-4e84-8118-c18af1b62e2e,"Hannah Dizon",admu,480,312,205,161,2026-05-31T00:37:39.602Z
8130b22c-ed0a-47f2-b8d8-134d6dce9f96,"Ivan Reyes",admu,502,316,184,153,2026-05-31T01:29:37.885Z
762a9c9d-73d0-4ee1-9d38-f21455d553ef,"Isabella Flores",dlsu,284,471,196,240,2026-05-31T04:54:58.349Z
da112ed1-1aeb-4df9-bfde-c0c44cbe57cb,"Bea Rivera",ust,173,197,261,475,2026-05-31T09:33:03.867Z
62b10457-4db9-4e36-b19c-229cbea04d13,"Diego Navarro",up,232,189,463,229,2026-05-31T12:29:59.701Z
7365d568-c38e-46a6-af1e-ea7654474108,"Nicole Gutierrez",ust,168,215,321,422,2026-06-01T05:30:42.397Z
3e27fcc9-0934-4b93-956e-742e4aa5ef0d,"Miguel Aquino",dlsu,302,404,173,205,2026-06-01T05:43:31.158Z
4b86849f-6e30-4685-a5da-e90382147af0,"Vince Manalo",admu,389,242,275,223,2026-06-01T10:25:30.463Z
a6b5d206-21ba-49f8-8057-c1aea6c6e50e,"Marco Gutierrez",admu,460,310,234,151,2026-06-01T10:56:46.412Z
399586f5-7ecc-4a15-8138-ac98536e8476,"Rafael Gutierrez",dlsu,299,451,183,238,2026-06-01T11:43:57.079Z
84869e39-617c-4772-83f0-9d83c33ed748,"Ella Ramos",admu,422,350,147,194,2026-06-02T06:16:27.966Z
45f0fae0-e812-46f6-b7ab-309e9309862a,"Reign Bactol",admu,489,314,158,165,2026-06-02T13:03:53.442Z
d371d796-8bf3-418e-b82c-a77d97175218,"Bea Navarro",dlsu,289,471,174,224,2026-06-02T13:45:13.049Z
95fde5d6-bdb1-4991-9b9b-a63304798ba8,"Yanna Tan",dlsu,270,478,161,197,2026-06-02T14:40:30.582Z
19931cfd-4bc7-41a6-8665-ba7140ca2e7c,"Josh Lim",admu,448,326,190,162,2026-06-02T18:12:40.729Z
036eac14-8622-4981-9191-f0fb2e16f77f,"Bea Mendoza",ust,225,215,241,400,2026-06-02T19:56:48.070Z
aff553e5-cdef-4b95-a304-4960a499337f,"Andrea Domingo",admu,416,250,280,182,2026-06-02T22:29:21.234Z
19fec94e-dde8-467b-b325-0ae4227973bf,"Kate Chua",dlsu,294,473,166,232,2026-06-03T01:07:28.017Z
5437b98c-02b3-4858-990c-6ad4775e222c,"Patricia Reyes",admu,439,316,171,199,2026-06-03T05:08:15.570Z
79dac7e3-d5e5-4945-869f-cf7adc0bf48c,"Josh Cruz",up,232,177,528,210,2026-06-03T05:36:47.676Z
59f68df6-b1cd-43f3-a973-56c485072ef5,"Kate Tan",ust,189,217,313,420,2026-06-03T06:45:32.490Z
9022ea5f-45a5-4045-88df-0600073c7be7,"Enzo Dizon",admu,382,277,204,248,2026-06-03T07:30:23.126Z
c895f71e-9bd3-4426-bf62-c6d62612f9bd,"Ivan Ramos",dlsu,276,448,165,238,2026-06-03T10:37:06.966Z
6eb22c5a-35c0-42bd-ba89-c980734a340e,"Sofia Ramos",admu,435,286,171,223,2026-06-03T20:12:17.379Z
349253ff-f56e-478e-bc3a-868568b63f45,"Patricia Castillo",admu,476,288,233,179,2026-06-03T22:39:55.002Z
1af828be-1774-4709-8d29-41cf607c3eaa,"Isabella Padilla",dlsu,313,508,128,201,2026-06-03T22:56:42.007Z
0ae13edf-ade6-4aa2-9de0-059a956a0153,"Rafael Gutierrez",admu,435,285,188,166,2026-06-04T04:05:32.818Z
c266114c-675f-4050-be3b-d8b66a7fc74c,"Miguel Tan",admu,454,332,190,166,2026-06-04T10:42:04.303Z
6e53d599-afc1-43b1-9397-405764d4fb43,"Nicole Mendoza",dlsu,306,405,229,218,2026-06-04T20:45:41.696Z
73be3d33-87cb-48c8-a77a-566e186e9a4d,"Loui Ramos",admu,482,296,204,186,2026-06-05T01:56:08.876Z
f0a187ff-ad75-42c6-a9bb-aa967eda97ff,"Bea Rivera",dlsu,298,531,138,206,2026-06-05T05:49:07.984Z
9b6041a9-d82c-489f-852e-2fdfe536d598,"Ella Cruz",up,280,238,392,222,2026-06-05T05:53:13.497Z
e2bdf069-ecd8-4eae-96d2-2dce18241bcd,"Lorenzo Sy",admu,417,290,219,184,2026-06-05T08:29:52.631Z
b43f16d1-5443-413d-8d6b-89c31994ea03,"Ram Cruz",admu,477,298,220,191,2026-06-05T09:58:04.918Z
c375cdea-377c-4584-889f-bce251d9684c,"Cedric Rivera",ust,201,204,357,435,2026-06-05T11:42:24.279Z
f77f4445-d30c-4fb6-9d9f-28fe78fc5f60,"Kyle Navarro",ust,163,208,263,434,2026-06-05T14:30:47.257Z
a3496a76-5cb0-498c-ac2f-8ff77b0b0351,"Paolo Santos",admu,394,322,239,182,2026-06-05T16:43:51.550Z
fe220df0-48f7-47df-8417-e8c43ceb88fa,"Ram Bautista",up,222,153,566,230,2026-06-06T02:49:38.657Z
ea4c465c-0aa5-4afa-9784-816b65b581e3,"Rafael Flores",up,276,212,413,260,2026-06-06T06:05:46.743Z
b6fdac18-c534-4844-a892-48eb13b7288d,"Isabella Flores",admu,415,282,203,201,2026-06-06T07:06:58.962Z
f375027a-5814-43ac-be94-2366a38570e3,"Reign Aguilar",admu,495,306,200,171,2026-06-06T10:53:48.176Z
7b512dba-8020-484b-bc14-78f17a3129cf,"Paolo Tan",dlsu,273,439,242,226,2026-06-06T12:11:32.711Z
7f70dcde-90b4-456c-91d4-e97d60287e5a,"Kate Chua",up,252,193,453,256,2026-06-06T20:02:44.019Z
745b0b27-cd00-457e-992c-adca5cc01065,"Althea Villanueva",admu,474,304,191,186,2026-06-06T21:27:09.213Z
c76c107e-5b76-4c0f-8937-24d4052d92e7,"Ram Bautista",dlsu,284,376,247,231,2026-06-07T01:31:59.735Z
c3969a1a-a4de-4d4f-8eed-9ce165cef0f7,"Rafael del Rosario",admu,456,312,229,186,2026-06-07T03:13:28.456Z
5ad548f5-a2a3-4fa7-ba12-ef5ae47f239b,"Nicole del Rosario",up,248,179,493,191,2026-06-07T12:37:50.112Z
6aaee649-e28d-4e86-ad93-f106b95ce4c1,"Lorenzo Flores",admu,429,309,188,197,2026-06-07T12:41:29.879Z
2b7863f4-b8c7-4928-83eb-73a5abb38d1a,"Hannah Fernandez",admu,445,318,241,168,2026-06-07T13:10:51.788Z
a4d200b1-2e98-465a-a71d-ec7fa191d013,"Ivan Rivera",admu,423,289,187,221,2026-06-07T13:26:19.079Z
affa74c7-4d1c-4bee-b747-47996d9f72da,"Loui Rivera",up,252,161,451,265,2026-06-07T18:04:08.902Z
afaf16a0-0ffc-4c18-b216-a0fe1412d0ed,"Nadine Mendoza",admu,405,274,217,212,2026-06-08T00:05:52.092Z
8b1b1f82-3307-48bc-849a-6af2a5f2a429,"Kim Dizon",admu,384,335,187,217,2026-06-08T04:29:35.489Z
5f1c688c-065e-4e32-93c7-fbdf6f4defcd,"Ivan Ocampo",up,237,176,460,248,2026-06-08T05:12:16.875Z
0a991b3b-5345-498f-906a-72c0e80a7fa1,"Cedric Villanueva",admu,376,288,242,224,2026-06-08T11:16:06.606Z
dee8bc4d-b7e4-4ee5-b0fa-6ae597a0262a,"Maria Aquino",dlsu,309,392,193,253,2026-06-08T16:54:05.790Z
c76de0a5-865b-461f-86bc-10bc9bffdd99,"Juan Padilla",ust,184,237,267,462,2026-06-08T18:31:45.081Z
db1cd695-6693-4c91-93ba-1917a12a66eb,"Althea Manalo",up,194,192,442,208,2026-06-08T23:49:42.113Z
2050b9db-596d-4d61-bb06-535f534dc6a0,"Ella Fernandez",up,258,190,512,204,2026-06-09T04:42:48.077Z
45d85a30-971c-40cf-b222-1c2bc37102c7,"Bea Bautista",admu,437,332,213,189,2026-06-09T08:15:55.196Z
c82d1f8e-c376-4bf9-ae88-408e718c4722,"Marco Dizon",admu,450,297,224,209,2026-06-09T18:44:36.589Z
19cfd818-8deb-41b5-a3de-565e877ab18b,"Paolo Aquino",ust,176,189,268,469,2026-06-09T19:41:52.514Z
044bed67-8920-4a08-978b-76882fd07554,"Angel Rivera",up,216,142,548,243,2026-06-09T20:07:36.312Z
749350c4-6591-4f57-bc07-ae0edba64dc5,"Miguel Garcia",up,221,146,550,223,2026-06-09T20:54:14.254Z
5a40893f-825c-4f71-962f-b2b722533596,"Nicole Gutierrez",up,214,155,558,240,2026-06-10T00:50:11.282Z
5eb4f73b-5567-463a-9de7-9e012f34706c,"Diego Garcia",dlsu,268,375,203,262,2026-06-10T07:31:30.522Z
6a49980a-5d47-48d3-8e60-61d9e816538f,"Enzo Padilla",ust,167,192,248,445,2026-06-10T09:23:25.656Z
292c847b-cf56-42e9-a6f9-53b040bc09bf,"Nicole Lim",ust,206,211,259,412,2026-06-10T13:55:34.150Z
8c808707-b146-49a6-9217-2e0be91b8655,"Ysabel Salazar",dlsu,267,439,151,272,2026-06-10T15:05:46.463Z
0735bd46-a33c-4f78-9120-67dd5c65dc9b,"Ram Rivera",up,252,184,487,239,2026-06-10T17:40:18.890Z
e794788a-1b6b-4ea6-9151-50ae0af02769,"Nadine Bautista",admu,461,295,180,163,2026-06-10T23:20:21.217Z
5eaf471c-8e68-4875-a81e-002d9c0b05be,"Camille Tan",admu,491,291,220,171,2026-06-11T04:28:00.225Z
3f51293e-401c-42fd-8019-5374d8dacc66,"Diego Uy",ust,222,194,308,397,2026-06-11T04:45:38.143Z
6133827f-fed8-4989-bf3d-819605fbafdf,"Enzo Ocampo",dlsu,309,456,192,231,2026-06-11T10:01:05.932Z
e619c344-f013-4056-abc5-e86b75e5bd64,"Trisha Uy",admu,432,287,213,201,2026-06-11T12:27:26.935Z
54dc113c-1564-4cda-94cb-31d3a8edf0b6,"Diego Villanueva",dlsu,277,502,160,187,2026-06-11T15:02:44.000Z
42503318-04fe-4b48-b43c-bb17d8e8395f,"Juan Bautista",up,279,188,474,248,2026-06-11T18:42:37.462Z
2fabac84-5a0c-4182-b23e-372e2d3af7b9,"Andrea Aguilar",admu,470,317,192,155,2026-06-11T19:08:00.312Z
155453bb-214d-48e8-84b8-29db99a0fee7,"Yanna Fernandez",admu,427,274,212,206,2026-06-11T20:55:22.329Z
e630cd88-3ccb-4387-b8a4-d9501a3b5625,"Loui Cruz",up,222,159,520,225,2026-06-11T20:58:58.534Z
8df38ec3-4b2f-4a5c-a6cd-49a7aff93746,"Lorenzo Lim",up,224,143,512,235,2026-06-12T12:26:54.610Z
d37e11cd-fcf3-4366-b84d-afc7c6dd791e,"Patricia Torres",up,256,223,374,292,2026-06-12T14:15:29.772Z
9fc01635-c24d-402b-ab84-6110f1ca5e21,"Reign Villanueva",dlsu,323,506,134,195,2026-06-12T16:40:28.370Z
fa21cdbf-6cdc-487f-9119-54f24e1806ad,"Nicole Uy",up,228,148,472,211,2026-06-12T22:42:52.340Z
dff93ffc-b261-406a-8e5b-28c2a901e717,"Cedric Dizon",admu,445,296,220,210,2026-06-12T23:55:42.175Z
ebfcd143-4475-409a-83ef-ba6eceef5097,"Renz Garcia",admu,358,294,253,264,2026-06-13T11:14:48.130Z
2c1e6615-d1f9-4b0e-8a37-387138830afb,"Ysabel Mendoza",ust,198,140,310,403,2026-06-13T12:26:12.190Z
eb50d94c-6640-44f0-ac2e-822875c2f0c3,"Angel Reyes",up,248,164,509,232,2026-06-13T22:07:54.461Z
8636d8dc-1b82-410b-b800-6785cb423254,"Trisha Rivera",dlsu,302,373,195,229,2026-06-14T01:59:46.519Z
07d236be-8747-4c0b-8821-175c78c4c4fa,"Ella Castillo",dlsu,294,514,122,215,2026-06-14T02:58:29.651Z
7ee16cfa-e529-45f9-b581-0cdb8826edad,"Migs Torres",up,228,198,501,208,2026-06-14T03:45:20.098Z
30d20df8-efc6-497d-976b-48cb469f368a,"Isabella Navarro",admu,478,333,175,176,2026-06-14T04:51:37.082Z
d97c41d7-cfa1-482e-bb9b-add88681af2e,"Miguel Chua",up,239,182,495,231,2026-06-14T07:15:38.790Z
d4b88972-587c-4d3d-bbbb-d9c046da596a,"Maria Salazar",admu,400,277,235,196,2026-06-14T11:06:54.259Z
cd95c006-5c9b-486c-ae17-50e809a98277,"Enzo Gutierrez",admu,474,312,208,152,2026-06-14T23:57:55.909Z
94a2c792-9447-464a-a1fe-5627060ae2eb,"Nadine Ocampo",up,217,214,451,249,2026-06-15T02:05:53.190Z
95cb388e-630b-4a3a-8d58-3ab6d3aed80e,"Kim Dizon",ust,202,208,299,409,2026-06-15T03:16:30.068Z
0d3e6384-9aec-4f3f-b6bd-dbe9c1de673a,"Aaron Ramos",up,227,167,465,254,2026-06-15T11:39:23.587Z
b2c39510-0881-4d4a-8ef2-f0cf4e58c94b,"Danica Navarro",admu,441,295,232,192,2026-06-16T01:50:05.833Z
