id,name,top_match,university,raw_score,is_top_match,created_at
6e877ea2-65a4-42dd-8f52-a4ba62d09490,"Paolo Reyes",admu,admu,367,1,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,"Paolo Reyes",admu,dlsu,333,0,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,"Paolo Reyes",admu,up,197,0,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,"Paolo Reyes",admu,ust,226,0,2026-05-08T15:29:12.752Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,"Yanna Manalo",ust,admu,175,0,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,"Yanna Manalo",ust,dlsu,173,0,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,"Yanna Manalo",ust,up,315,0,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,"Yanna Manalo",ust,ust,413,1,2026-05-08T16:17:59.429Z
1010ac19-c0fa-4217-9ea6-976543576506,"Bea Rivera",ust,admu,186,0,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,"Bea Rivera",ust,dlsu,176,0,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,"Bea Rivera",ust,up,299,0,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,"Bea Rivera",ust,ust,452,1,2026-05-08T21:31:12.142Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,"Angel Aguilar",up,admu,243,0,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,"Angel Aguilar",up,dlsu,195,0,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,"Angel Aguilar",up,up,497,1,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,"Angel Aguilar",up,ust,235,0,2026-05-08T21:35:17.922Z
c6c01191-49a4-4c27-8754-91f8f187858d,"Josh Bactol",dlsu,admu,341,0,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,"Josh Bactol",dlsu,dlsu,431,1,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,"Josh Bactol",dlsu,up,206,0,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,"Josh Bactol",dlsu,ust,201,0,2026-05-08T21:53:24.897Z
2de84b36-7330-4729-a79b-ab7ff0257a51,"Hannah Santos",ust,admu,278,0,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,"Hannah Santos",ust,dlsu,259,0,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,"Hannah Santos",ust,up,239,0,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,"Hannah Santos",ust,ust,317,1,2026-05-08T23:27:11.588Z
df088e49-83a2-4675-8730-d5c3762bbdb0,"Rafael Mendoza",admu,admu,413,1,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,"Rafael Mendoza",admu,dlsu,322,0,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,"Rafael Mendoza",admu,up,207,0,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,"Rafael Mendoza",admu,ust,198,0,2026-05-09T05:39:05.256Z
bc49d523-5c03-422c-a4b0-c486e76023a4,"Danica Garcia",up,admu,231,0,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,"Danica Garcia",up,dlsu,161,0,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,"Danica Garcia",up,up,534,1,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,"Danica Garcia",up,ust,247,0,2026-05-09T18:31:01.993Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,"Renz Bautista",up,admu,256,0,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,"Renz Bautista",up,dlsu,179,0,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,"Renz Bautista",up,up,406,1,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,"Renz Bautista",up,ust,242,0,2026-05-09T21:44:28.733Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,"Vince Garcia",ust,admu,160,0,2026-05-09T23:52:28.646Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,"Vince Garcia",ust,dlsu,188,0,2026-05-09T23:52:28.646Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,"Vince Garcia",ust,up,313,0,2026-05-09T23:52:28.646Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,"Vince Garcia",ust,ust,419,1,2026-05-09T23:52:28.646Z
f18f92fa-12b7-4a2f-b68e-0662a6435c1d,"Camille Villanueva",dlsu,admu,289,0,2026-05-10T04:42:18.703Z
f18f92fa-12b7-4a2f-b68e-0662a6435c1d,"Camille Villanueva",dlsu,dlsu,430,1,2026-05-10T04:42:18.703Z
f18f92fa-12b7-4a2f-b68e-0662a6435c1d,"Camille Villanueva",dlsu,up,183,0,2026-05-10T04:42:18.703Z
f18f92fa-12b7-4a2f-b68e-0662a6435c1d,"Camille Villanueva",dlsu,ust,229,0,2026-05-10T04:42:18.703Z
30b0a598-f9ce-4842-9aa0-8641949136f9,"Ivan Cruz",up,admu,213,0,2026-05-10T07:34:18.720Z
30b0a598-f9ce-4842-9aa0-8641949136f9,"Ivan Cruz",up,dlsu,157,0,2026-05-10T07:34:18.720Z
30b0a598-f9ce-4842-9aa0-8641949136f9,"Ivan Cruz",up,up,511,1,2026-05-10T07:34:18.720Z
30b0a598-f9ce-4842-9aa0-8641949136f9,"Ivan Cruz",up,ust,248,0,2026-05-10T07:34:18.720Z
f48b429e-7915-458e-a9e7-6e027dc22ba2,"Marco Sy",dlsu,admu,256,0,2026-05-10T17:18:04.270Z
f48b429e-7915-458e-a9e7-6e027dc22ba2,"Marco Sy",dlsu,dlsu,460,1,2026-05-10T17:18:04.270Z
f48b429e-7915-458e-a9e7-6e027dc22ba2,"Marco Sy",dlsu,up,202,0,2026-05-10T17:18:04.270Z
f48b429e-7915-458e-a9e7-6e027dc22ba2,"Marco Sy",dlsu,ust,220,0,2026-05-10T17:18:04.270Z
22743113-bbf3-40d0-abfc-6218cb035bfb,"Josh Rivera",admu,admu,323,1,2026-05-11T02:35:40.162Z
22743113-bbf3-40d0-abfc-6218cb035bfb,"Josh Rivera",admu,dlsu,270,0,2026-05-11T02:35:40.162Z
22743113-bbf3-40d0-abfc-6218cb035bfb,"Josh Rivera",admu,up,343,0,2026-05-11T02:35:40.162Z
22743113-bbf3-40d0-abfc-6218cb035bfb,"Josh Rivera",admu,ust,202,0,2026-05-11T02:35:40.162Z
079f1479-2630-4f16-b2f2-5a31f9fba6f7,"Renz Tan",ust,admu,247,0,2026-05-11T07:18:10.235Z
079f1479-2630-4f16-b2f2-5a31f9fba6f7,"Renz Tan",ust,dlsu,212,0,2026-05-11T07:18:10.235Z
079f1479-2630-4f16-b2f2-5a31f9fba6f7,"Renz Tan",ust,up,336,0,2026-05-11T07:18:10.235Z
079f1479-2630-4f16-b2f2-5a31f9fba6f7,"Renz Tan",ust,ust,398,1,2026-05-11T07:18:10.235Z
1a987e9e-6f56-4041-b73d-bb1d2e952058,"Althea Aquino",dlsu,admu,299,0,2026-05-11T09:52:18.369Z
1a987e9e-6f56-4041-b73d-bb1d2e952058,"Althea Aquino",dlsu,dlsu,494,1,2026-05-11T09:52:18.369Z
1a987e9e-6f56-4041-b73d-bb1d2e952058,"Althea Aquino",dlsu,up,158,0,2026-05-11T09:52:18.369Z
1a987e9e-6f56-4041-b73d-bb1d2e952058,"Althea Aquino",dlsu,ust,214,0,2026-05-11T09:52:18.369Z
1bbc0b4d-f2ef-4e1e-bdb8-dde20fcc144a,"Trisha Manalo",dlsu,admu,271,0,2026-05-11T15:19:35.910Z
1bbc0b4d-f2ef-4e1e-bdb8-dde20fcc144a,"Trisha Manalo",dlsu,dlsu,433,1,2026-05-11T15:19:35.910Z
1bbc0b4d-f2ef-4e1e-bdb8-dde20fcc144a,"Trisha Manalo",dlsu,up,238,0,2026-05-11T15:19:35.910Z
1bbc0b4d-f2ef-4e1e-bdb8-dde20fcc144a,"Trisha Manalo",dlsu,ust,219,0,2026-05-11T15:19:35.910Z
ef78bdbf-8e1d-4414-94de-be6613c5c5bf,"Nadine Castillo",admu,admu,400,1,2026-05-12T10:17:06.067Z
ef78bdbf-8e1d-4414-94de-be6613c5c5bf,"Nadine Castillo",admu,dlsu,328,0,2026-05-12T10:17:06.067Z
ef78bdbf-8e1d-4414-94de-be6613c5c5bf,"Nadine Castillo",admu,up,165,0,2026-05-12T10:17:06.067Z
ef78bdbf-8e1d-4414-94de-be6613c5c5bf,"Nadine Castillo",admu,ust,208,0,2026-05-12T10:17:06.067Z
e8110c5d-6a43-494d-b2f0-d450a2001706,"Kyle Cruz",up,admu,229,0,2026-05-12T12:09:11.585Z
e8110c5d-6a43-494d-b2f0-d450a2001706,"Kyle Cruz",up,dlsu,185,0,2026-05-12T12:09:11.585Z
e8110c5d-6a43-494d-b2f0-d450a2001706,"Kyle Cruz",up,up,470,1,2026-05-12T12:09:11.585Z
e8110c5d-6a43-494d-b2f0-d450a2001706,"Kyle Cruz",up,ust,229,0,2026-05-12T12:09:11.585Z
15aec476-a030-4e0f-bbc1-f8ccf373e910,"Ram Bautista",admu,admu,437,1,2026-05-12T23:40:28.312Z
15aec476-a030-4e0f-bbc1-f8ccf373e910,"Ram Bautista",admu,dlsu,280,0,2026-05-12T23:40:28.312Z
15aec476-a030-4e0f-bbc1-f8ccf373e910,"Ram Bautista",admu,up,228,0,2026-05-12T23:40:28.312Z
15aec476-a030-4e0f-bbc1-f8ccf373e910,"Ram Bautista",admu,ust,168,0,2026-05-12T23:40:28.312Z
e1d46013-7533-46f2-a785-fe43b4fea0ae,"Kate Torres",admu,admu,458,1,2026-05-13T01:11:51.757Z
e1d46013-7533-46f2-a785-fe43b4fea0ae,"Kate Torres",admu,dlsu,294,0,2026-05-13T01:11:51.757Z
e1d46013-7533-46f2-a785-fe43b4fea0ae,"Kate Torres",admu,up,231,0,2026-05-13T01:11:51.757Z
e1d46013-7533-46f2-a785-fe43b4fea0ae,"Kate Torres",admu,ust,190,0,2026-05-13T01:11:51.757Z
abf247cf-9311-4e6c-8fe4-192208a5742c,"Marco del Rosario",up,admu,232,0,2026-05-13T06:59:53.696Z
abf247cf-9311-4e6c-8fe4-192208a5742c,"Marco del Rosario",up,dlsu,176,0,2026-05-13T06:59:53.696Z
abf247cf-9311-4e6c-8fe4-192208a5742c,"Marco del Rosario",up,up,515,1,2026-05-13T06:59:53.696Z
abf247cf-9311-4e6c-8fe4-192208a5742c,"Marco del Rosario",up,ust,238,0,2026-05-13T06:59:53.696Z
3ee2fc41-53ec-4b08-863b-d11362906952,"Andrea Navarro",admu,admu,452,1,2026-05-13T07:41:43.473Z
3ee2fc41-53ec-4b08-863b-d11362906952,"Andrea Navarro",admu,dlsu,294,0,2026-05-13T07:41:43.473Z
3ee2fc41-53ec-4b08-863b-d11362906952,"Andrea Navarro",admu,up,230,0,2026-05-13T07:41:43.473Z
3ee2fc41-53ec-4b08-863b-d11362906952,"Andrea Navarro",admu,ust,192,0,2026-05-13T07:41:43.473Z
2132e17a-bb66-4d8c-9a0f-f4f6a2828b22,"Patricia Chua",ust,admu,243,0,2026-05-13T09:53:18.217Z
2132e17a-bb66-4d8c-9a0f-f4f6a2828b22,"Patricia Chua",ust,dlsu,199,0,2026-05-13T09:53:18.217Z
2132e17a-bb66-4d8c-9a0f-f4f6a2828b22,"Patricia Chua",ust,up,279,0,2026-05-13T09:53:18.217Z
2132e17a-bb66-4d8c-9a0f-f4f6a2828b22,"Patricia Chua",ust,ust,330,1,2026-05-13T09:53:18.217Z
617779b5-317c-4a43-bd8b-98ebb91ab635,"Marco Domingo",dlsu,admu,286,0,2026-05-13T15:02:42.009Z
617779b5-317c-4a43-bd8b-98ebb91ab635,"Marco Domingo",dlsu,dlsu,464,1,2026-05-13T15:02:42.009Z
617779b5-317c-4a43-bd8b-98ebb91ab635,"Marco Domingo",dlsu,up,181,0,2026-05-13T15:02:42.009Z
617779b5-317c-4a43-bd8b-98ebb91ab635,"Marco Domingo",dlsu,ust,221,0,2026-05-13T15:02:42.009Z
15014793-aa48-4e61-850d-2c25c238350e,"Kate Santos",up,admu,204,0,2026-05-13T18:49:57.151Z
15014793-aa48-4e61-850d-2c25c238350e,"Kate Santos",up,dlsu,159,0,2026-05-13T18:49:57.151Z
15014793-aa48-4e61-850d-2c25c238350e,"Kate Santos",up,up,516,1,2026-05-13T18:49:57.151Z
15014793-aa48-4e61-850d-2c25c238350e,"Kate Santos",up,ust,255,0,2026-05-13T18:49:57.151Z
841fb928-b008-4028-9723-df3ef9e12363,"Marco Gutierrez",admu,admu,428,1,2026-05-14T04:40:21.790Z
841fb928-b008-4028-9723-df3ef9e12363,"Marco Gutierrez",admu,dlsu,294,0,2026-05-14T04:40:21.790Z
841fb928-b008-4028-9723-df3ef9e12363,"Marco Gutierrez",admu,up,270,0,2026-05-14T04:40:21.790Z
841fb928-b008-4028-9723-df3ef9e12363,"Marco Gutierrez",admu,ust,194,0,2026-05-14T04:40:21.790Z
0124d7b6-dad5-4fb1-b63a-dd2b41c766bf,"Ella Padilla",ust,admu,190,0,2026-05-14T11:00:22.848Z
0124d7b6-dad5-4fb1-b63a-dd2b41c766bf,"Ella Padilla",ust,dlsu,213,0,2026-05-14T11:00:22.848Z
0124d7b6-dad5-4fb1-b63a-dd2b41c766bf,"Ella Padilla",ust,up,264,0,2026-05-14T11:00:22.848Z
0124d7b6-dad5-4fb1-b63a-dd2b41c766bf,"Ella Padilla",ust,ust,464,1,2026-05-14T11:00:22.848Z
e0c51ce1-c33c-4e7b-aff1-5ac652d87034,"Sofia Ocampo",up,admu,276,0,2026-05-14T13:44:27.476Z
e0c51ce1-c33c-4e7b-aff1-5ac652d87034,"Sofia Ocampo",up,dlsu,194,0,2026-05-14T13:44:27.476Z
e0c51ce1-c33c-4e7b-aff1-5ac652d87034,"Sofia Ocampo",up,up,459,1,2026-05-14T13:44:27.476Z
e0c51ce1-c33c-4e7b-aff1-5ac652d87034,"Sofia Ocampo",up,ust,202,0,2026-05-14T13:44:27.476Z
ee52077f-0dc6-4a98-a63d-f4fe6e30f139,"Ysabel del Rosario",dlsu,admu,305,0,2026-05-14T13:55:41.698Z
ee52077f-0dc6-4a98-a63d-f4fe6e30f139,"Ysabel del Rosario",dlsu,dlsu,417,1,2026-05-14T13:55:41.698Z
ee52077f-0dc6-4a98-a63d-f4fe6e30f139,"Ysabel del Rosario",dlsu,up,179,0,2026-05-14T13:55:41.698Z
ee52077f-0dc6-4a98-a63d-f4fe6e30f139,"Ysabel del Rosario",dlsu,ust,233,0,2026-05-14T13:55:41.698Z
c721da7e-bb43-4894-b9ed-f04f6f79bc2f,"Migs Lim",admu,admu,334,1,2026-05-14T16:30:04.799Z
c721da7e-bb43-4894-b9ed-f04f6f79bc2f,"Migs Lim",admu,dlsu,332,0,2026-05-14T16:30:04.799Z
c721da7e-bb43-4894-b9ed-f04f6f79bc2f,"Migs Lim",admu,up,211,0,2026-05-14T16:30:04.799Z
c721da7e-bb43-4894-b9ed-f04f6f79bc2f,"Migs Lim",admu,ust,218,0,2026-05-14T16:30:04.799Z
868fc40b-98a4-4bbe-ae6a-305f6213b60a,"Trisha Mendoza",dlsu,admu,279,0,2026-05-14T16:31:03.233Z
868fc40b-98a4-4bbe-ae6a-305f6213b60a,"Trisha Mendoza",dlsu,dlsu,490,1,2026-05-14T16:31:03.233Z
868fc40b-98a4-4bbe-ae6a-305f6213b60a,"Trisha Mendoza",dlsu,up,144,0,2026-05-14T16:31:03.233Z
868fc40b-98a4-4bbe-ae6a-305f6213b60a,"Trisha Mendoza",dlsu,ust,225,0,2026-05-14T16:31:03.233Z
da1f37b7-c5ab-4a51-b8b3-03d773c926e4,"Nadine Gutierrez",admu,admu,436,1,2026-05-14T17:43:21.670Z
da1f37b7-c5ab-4a51-b8b3-03d773c926e4,"Nadine Gutierrez",admu,dlsu,310,0,2026-05-14T17:43:21.670Z
da1f37b7-c5ab-4a51-b8b3-03d773c926e4,"Nadine Gutierrez",admu,up,210,0,2026-05-14T17:43:21.670Z
da1f37b7-c5ab-4a51-b8b3-03d773c926e4,"Nadine Gutierrez",admu,ust,203,0,2026-05-14T17:43:21.670Z
2fea4b85-6efa-4154-843e-ed7e38bcc5f0,"Cedric Fernandez",up,admu,250,0,2026-05-14T19:03:02.320Z
2fea4b85-6efa-4154-843e-ed7e38bcc5f0,"Cedric Fernandez",up,dlsu,179,0,2026-05-14T19:03:02.320Z
2fea4b85-6efa-4154-843e-ed7e38bcc5f0,"Cedric Fernandez",up,up,486,1,2026-05-14T19:03:02.320Z
2fea4b85-6efa-4154-843e-ed7e38bcc5f0,"Cedric Fernandez",up,ust,264,0,2026-05-14T19:03:02.320Z
6bca1cad-6574-4476-a82f-71ac9501b8be,"Kyle Chua",up,admu,261,0,2026-05-15T06:30:17.180Z
6bca1cad-6574-4476-a82f-71ac9501b8be,"Kyle Chua",up,dlsu,227,0,2026-05-15T06:30:17.180Z
6bca1cad-6574-4476-a82f-71ac9501b8be,"Kyle Chua",up,up,437,1,2026-05-15T06:30:17.180Z
6bca1cad-6574-4476-a82f-71ac9501b8be,"Kyle Chua",up,ust,191,0,2026-05-15T06:30:17.180Z
e8cf911b-d703-4ab5-a532-6a00d9c6536f,"Sofia Padilla",admu,admu,475,1,2026-05-15T16:36:13.214Z
e8cf911b-d703-4ab5-a532-6a00d9c6536f,"Sofia Padilla",admu,dlsu,305,0,2026-05-15T16:36:13.214Z
e8cf911b-d703-4ab5-a532-6a00d9c6536f,"Sofia Padilla",admu,up,195,0,2026-05-15T16:36:13.214Z
e8cf911b-d703-4ab5-a532-6a00d9c6536f,"Sofia Padilla",admu,ust,170,0,2026-05-15T16:36:13.214Z
d155ca82-9d07-4042-b339-bbe3fc0cfbe0,"Kate Salazar",ust,admu,186,0,2026-05-15T17:49:28.599Z
d155ca82-9d07-4042-b339-bbe3fc0cfbe0,"Kate Salazar",ust,dlsu,209,0,2026-05-15T17:49:28.599Z
d155ca82-9d07-4042-b339-bbe3fc0cfbe0,"Kate Salazar",ust,up,289,0,2026-05-15T17:49:28.599Z
d155ca82-9d07-4042-b339-bbe3fc0cfbe0,"Kate Salazar",ust,ust,452,1,2026-05-15T17:49:28.599Z
aa739250-f8c5-4541-bcf7-72f087af264f,"Paolo Dizon",admu,admu,398,1,2026-05-15T17:59:28.659Z
aa739250-f8c5-4541-bcf7-72f087af264f,"Paolo Dizon",admu,dlsu,296,0,2026-05-15T17:59:28.659Z
aa739250-f8c5-4541-bcf7-72f087af264f,"Paolo Dizon",admu,up,231,0,2026-05-15T17:59:28.659Z
aa739250-f8c5-4541-bcf7-72f087af264f,"Paolo Dizon",admu,ust,211,0,2026-05-15T17:59:28.659Z
c183b4f0-fb63-4479-a24f-ee6c8406cd74,"Miguel Torres",dlsu,admu,311,0,2026-05-15T19:48:25.703Z
c183b4f0-fb63-4479-a24f-ee6c8406cd74,"Miguel Torres",dlsu,dlsu,357,1,2026-05-15T19:48:25.703Z
c183b4f0-fb63-4479-a24f-ee6c8406cd74,"Miguel Torres",dlsu,up,237,0,2026-05-15T19:48:25.703Z
c183b4f0-fb63-4479-a24f-ee6c8406cd74,"Miguel Torres",dlsu,ust,249,0,2026-05-15T19:48:25.703Z
6a7b2fee-9333-430e-8cb9-474aaa9fe023,"Ivan Aquino",admu,admu,485,1,2026-05-16T13:35:58.978Z
6a7b2fee-9333-430e-8cb9-474aaa9fe023,"Ivan Aquino",admu,dlsu,303,0,2026-05-16T13:35:58.978Z
6a7b2fee-9333-430e-8cb9-474aaa9fe023,"Ivan Aquino",admu,up,200,0,2026-05-16T13:35:58.978Z
6a7b2fee-9333-430e-8cb9-474aaa9fe023,"Ivan Aquino",admu,ust,153,0,2026-05-16T13:35:58.978Z
62c455a1-8214-40fc-a527-67066557fb95,"Juan Ocampo",admu,admu,450,1,2026-05-16T22:42:03.152Z
62c455a1-8214-40fc-a527-67066557fb95,"Juan Ocampo",admu,dlsu,344,0,2026-05-16T22:42:03.152Z
62c455a1-8214-40fc-a527-67066557fb95,"Juan Ocampo",admu,up,212,0,2026-05-16T22:42:03.152Z
62c455a1-8214-40fc-a527-67066557fb95,"Juan Ocampo",admu,ust,179,0,2026-05-16T22:42:03.152Z
b86c4316-a951-457f-b27c-a804481fc5fc,"Althea Reyes",admu,admu,450,1,2026-05-17T06:03:44.108Z
b86c4316-a951-457f-b27c-a804481fc5fc,"Althea Reyes",admu,dlsu,293,0,2026-05-17T06:03:44.108Z
b86c4316-a951-457f-b27c-a804481fc5fc,"Althea Reyes",admu,up,196,0,2026-05-17T06:03:44.108Z
b86c4316-a951-457f-b27c-a804481fc5fc,"Althea Reyes",admu,ust,201,0,2026-05-17T06:03:44.108Z
7d2f7750-f5f9-4258-ac8a-014125e0cced,"Rafael Padilla",up,admu,243,0,2026-05-17T23:43:15.804Z
7d2f7750-f5f9-4258-ac8a-014125e0cced,"Rafael Padilla",up,dlsu,215,0,2026-05-17T23:43:15.804Z
7d2f7750-f5f9-4258-ac8a-014125e0cced,"Rafael Padilla",up,up,478,1,2026-05-17T23:43:15.804Z
7d2f7750-f5f9-4258-ac8a-014125e0cced,"Rafael Padilla",up,ust,220,0,2026-05-17T23:43:15.804Z
26252178-02f4-4f48-90e7-e4999f22ec3d,"Lorenzo Aquino",up,admu,227,0,2026-05-18T03:45:35.329Z
26252178-02f4-4f48-90e7-e4999f22ec3d,"Lorenzo Aquino",up,dlsu,177,0,2026-05-18T03:45:35.329Z
26252178-02f4-4f48-90e7-e4999f22ec3d,"Lorenzo Aquino",up,up,503,1,2026-05-18T03:45:35.329Z
26252178-02f4-4f48-90e7-e4999f22ec3d,"Lorenzo Aquino",up,ust,264,0,2026-05-18T03:45:35.329Z
99c37b20-f230-4395-9ee3-711271dfe12c,"Bea Fernandez",up,admu,249,0,2026-05-18T08:57:27.581Z
99c37b20-f230-4395-9ee3-711271dfe12c,"Bea Fernandez",up,dlsu,184,0,2026-05-18T08:57:27.581Z
99c37b20-f230-4395-9ee3-711271dfe12c,"Bea Fernandez",up,up,447,1,2026-05-18T08:57:27.581Z
99c37b20-f230-4395-9ee3-711271dfe12c,"Bea Fernandez",up,ust,262,0,2026-05-18T08:57:27.581Z
aab6d3fd-a522-4bdc-9342-e39ddc4e4b5f,"Bea Sy",up,admu,240,0,2026-05-18T10:06:28.813Z
aab6d3fd-a522-4bdc-9342-e39ddc4e4b5f,"Bea Sy",up,dlsu,172,0,2026-05-18T10:06:28.813Z
aab6d3fd-a522-4bdc-9342-e39ddc4e4b5f,"Bea Sy",up,up,484,1,2026-05-18T10:06:28.813Z
aab6d3fd-a522-4bdc-9342-e39ddc4e4b5f,"Bea Sy",up,ust,231,0,2026-05-18T10:06:28.813Z
1a64258a-f8ff-4997-9771-ae0a085d4025,"Marco Flores",admu,admu,451,1,2026-05-18T17:47:18.305Z
1a64258a-f8ff-4997-9771-ae0a085d4025,"Marco Flores",admu,dlsu,305,0,2026-05-18T17:47:18.305Z
1a64258a-f8ff-4997-9771-ae0a085d4025,"Marco Flores",admu,up,210,0,2026-05-18T17:47:18.305Z
1a64258a-f8ff-4997-9771-ae0a085d4025,"Marco Flores",admu,ust,189,0,2026-05-18T17:47:18.305Z
ad4ac77a-a17c-45bf-a5fd-e96a3f96c7a6,"Kyle Ocampo",admu,admu,430,1,2026-05-19T01:06:52.910Z
ad4ac77a-a17c-45bf-a5fd-e96a3f96c7a6,"Kyle Ocampo",admu,dlsu,312,0,2026-05-19T01:06:52.910Z
ad4ac77a-a17c-45bf-a5fd-e96a3f96c7a6,"Kyle Ocampo",admu,up,187,0,2026-05-19T01:06:52.910Z
ad4ac77a-a17c-45bf-a5fd-e96a3f96c7a6,"Kyle Ocampo",admu,ust,207,0,2026-05-19T01:06:52.910Z
4730acda-aedf-49cb-804d-b3876f187534,"Nicole Mendoza",admu,admu,399,1,2026-05-19T03:17:49.943Z
4730acda-aedf-49cb-804d-b3876f187534,"Nicole Mendoza",admu,dlsu,288,0,2026-05-19T03:17:49.943Z
4730acda-aedf-49cb-804d-b3876f187534,"Nicole Mendoza",admu,up,242,0,2026-05-19T03:17:49.943Z
4730acda-aedf-49cb-804d-b3876f187534,"Nicole Mendoza",admu,ust,216,0,2026-05-19T03:17:49.943Z
e679eaab-46fd-4edc-911c-a6bf36b2e3d2,"Althea Lim",up,admu,255,0,2026-05-19T16:37:34.252Z
